6.000000089406967 68
7.000000104308128 62
8.200000122189522 69
9.80000014603138 66
10.80000016093254 62
19.60000029206276 68
25.20000037550926 66
31.20000046491623 68
32.30000048130751 65
37.00000055134296 61
39.00000058114529 67
43.60000064969063 63
50.50000075250864 67
51.20000076293945 63
62.30000092834234 66
64.70000096410513 63
72.6000010818243 66
83.90000125020742 69
85.40000127255917 64
85.6000012755394 60
85.80000127851963 62
98.10000146180391 68
105.6000015735626 68
112.3000016734004 68
113.700001694262 64
120.8000018000603 63
125.2000018656254 63
127.1000018939376 66
139.9000020846725 65
143.6000021398067 60
145.0000021606684 65
148.0000022053719 61
161.900002412498 65
162.4000024199486 69
165.7000024691224 64
167.0000024884939 66
179.5000026747584 61
189.7000028267503 68
192.5000028684735 60
198.5000029578805 69
198.7000029608607 67
208.8000031113625 48
209.300003118813 43
213.5000031813979 40
221.0000032931566 40
221.7000033035874 44
222.0000033080578 47
234.0000034868717 48
235.6000035107136 43
239.9000035747886 48
251.2000037431717 45
254.2000037878752 43
266.9000039771199 40
268.8000040054321 47
269.5000040158629 49
269.6000040173531 42
283.1000042185187 41
290.4000043272972 49
292.0000043511391 41
292.6000043600798 42
304.8000045418739 41
305.4000045508146 43
306.7000045701861 42
309.4000046104193 43
327.7000048831105 49
330.4000049233437 47
333.2000049650669 49
346.200005158782 47
346.5000051632524 45
355.3000052943826 49
356.500005312264 40
364.8000054359436 48
379.5000056549907 40
380.7000056728721 41
387.3000057712197 40
395.7000058963895 48
396.6000059098005 44
398.1000059321523 43
406.7000060603023 43
421.100006274879 42
421.7000062838197 41
425.1000063344836 44
441.4000065773726 45
444.1000066176057 41
449.4000066965818 45
450.9000067189336 44
465.4000069350004 41
472.3000070378184 41
474.500007070601 48
474.8000070750713 49
487.5000072643161 44
491.2000073194504 46
498.0000074207783 40
506.2000075429678 41
506.400007545948 45
511.500007621944 48
525.5000078305602 45
525.8000078350306 46
526.3000078424811 42
536.3000079914927 47
536.4000079929829 48
537.0000080019236 49
553.2000082433224 48
557.6000083088875 48
565.7000084295869 49
568.5000084713101 44
580.9000086560845 40
582.4000086784363 44
583.900008700788 42
594.9000088647008 44
595.5000088736415 45
597.8000089079142 42
605.8000090271235 36
611.0000091046095 36
611.7000091150403 37
612.0000091195107 34
626.2000093311071 38
627.3000093474984 30
627.9000093564391 34
628.9000093713403 33
629.0000093728304 39
647.0000096410513 36
648.9000096693635 32
665.0000099092722 31
665.6000099182129 36
666.1000099256635 30
675.8000100702047 38
678.8000101149082 31
683.3000101819634 38
683.5000101849437 35
686.0000102221966 31
690.5000102892518 32
701.6000104546547 33
711.1000105962157 37
711.8000106066465 34
717.8000106960535 34
729.7000108733773 34
730.8000108897686 33
735.5000109598041 37
748.3000111505389 33
751.7000112012029 37
753.3000112250447 36
760.8000113368034 31
762.1000113561749 30
773.0000115185976 35
775.5000115558505 31
781.4000116437674 36
782.7000116631389 39
806.8000120222569 55
808.1000120416284 59
808.8000120520592 58
810.400012075901 55
813.7000121250749 54
818.2000121921301 53
825.900012306869 54
828.6000123471022 59
838.6000124961138 59
847.3000126257539 50
850.7000126764178 50
857.0000127702951 50
860.6000128239393 54
866.3000129088759 52
868.5000129416585 58
875.9000130519271 56
880.6000131219625 52
889.0000132471323 59
889.7000132575631 54
904.3000134751201 57
906.5000135079026 51
907.0000135153532 52
922.6000137478113 50
923.9000137671828 51
924.0000137686729 56
924.6000137776136 59
940.9000140205026 55
941.7000140324235 53
955.0000142306089 56
956.4000142514706 58
957.4000142663717 59
974.000014513731 56
978.9000145867467 57
982.5000146403909 53
994.9000148251653 58
1019.400015190244 57
7.400000110268593 138
8.900000132620335 133
9.100000135600567 139
9.100000135600567 136
11.8000001758337 139
13.50000020116568 135
34.50000051409006 139
37.70000056177378 133
38.70000057667494 134
38.90000057965517 131
41.10000061243773 139
49.80000074207783 137
57.60000085830688 130
57.80000086128712 134
66.10000098496675 138
71.10000105947256 130
73.00000108778477 134
82.30000122636557 136
84.20000125467777 139
88.00000131130219 139
97.20000144839287 139
100.5000014975667 135
105.4000015705824 131
105.5000015720725 132
118.4000017642975 138
118.6000017672777 131
121.7000018134713 138
130.6000019460917 133
131.4000019580126 138
139.4000020772219 138
140.400002092123 137
152.3000022694468 131
156.2000023275614 132
167.6000024974346 130
167.900002501905 136
169.7000025287271 138
182.0000027120113 130
188.0000028014183 131
195.9000029191375 138
200.0000029802322 136
210.9000031426549 109
213.600003182888 106
215.30000320822 108
227.3000033870339 109
228.5000034049153 102
230.5000034347177 101
231.4000034481287 109
242.9000036194921 104
244.5000036433339 103
244.5000036433339 102
250.600003734231 103
267.2000039815903 108
267.5000039860606 105
268.2000039964914 103
289.6000043153763 101
291.3000043407083 107
293.3000043705106 100
295.0000043958426 106
299.9000044688582 104
305.700004555285 102
306.1000045612454 101
311.7000046446919 101
313.4000046700239 109
324.3000048324466 107
326.8000048696995 102
329.4000049084425 103
335.3000049963593 107
344.0000051259995 107
352.3000052496791 105
356.6000053137541 100
360.7000053748488 100
362.1000053957105 105
364.6000054329634 104
365.3000054433942 100
369.2000055015087 101
374.3000055775046 101
382.1000056937337 104
387.2000057697296 101
392.3000058457255 105
410.7000061199069 130
412.3000061437488 137
416.800006210804 135
418.1000062301755 136
432.7000064477324 133
435.0000064820051 137
435.3000064864755 134
442.1000065878034 137
443.0000066012144 134
443.4000066071749 131
459.8000068515539 131
464.1000069156289 138
472.0000070333481 132
474.6000070720911 130
474.7000070735812 136
481.400007173419 134
489.0000072866678 134
498.4000074267387 134
500.5000074580312 131
509.1000075861812 134
516.8000077009201 130
516.8000077009201 136
531.2000079154968 132
534.800007969141 135
535.5000079795718 136
536.4000079929829 132
545.9000081345439 135
548.5000081732869 136
558.900008328259 136
567.0000084489584 134
567.500008456409 130
567.500008456409 132
578.6000086218119 132
586.4000087380409 137
593.8000088483095 133
594.9000088647008 134
596.0000088810921 138
611.7000091150403 106
616.600009188056 102
617.1000091955066 103
617.2000091969967 105
629.0000093728304 101
632.100009419024 102
645.3000096157193 103
646.7000096365809 107
655.8000097721815 100
664.000009894371 101
668.9000099673867 100
671.4000100046396 104
674.2000100463629 100
681.8000101596117 106
684.0000101923943 100
686.8000102341175 108
695.4000103622675 100
697.9000103995204 104
700.0000104308128 100
702.4000104665756 104
709.5000105723739 107
710.2000105828047 109
721.4000107496977 104
724.9000108018517 102
737.200010985136 108
737.3000109866261 102
749.9000111743808 101
755.8000112622976 102
756.6000112742186 101
785.9000117108226 104
787.5000117346644 101
790.600011780858 104
790.8000117838383 103
807.4000120311975 180
809.6000120639801 185
814.2000121325254 182
815.6000121533871 184
822.0000122487545 184
822.1000122502446 180
829.7000123634934 189
840.6000125259161 187
841.9000125452876 182
849.2000126540661 187
855.4000127464533 180
864.1000128760934 185
869.80001296103 183
881.9000131413341 185
882.2000131458044 186
886.1000132039189 184
892.9000133052468 182
893.1000133082271 187
898.3000133857131 189
900.6000134199858 189
902.9000134542584 188
911.9000135883689 189
913.8000136166811 186
914.600013628602 187
929.4000138491392 187
929.9000138565898 185
936.4000139534473 185
944.3000140711665 185
949.2000141441822 187
950.9000141695142 185
951.3000141754746 182
964.7000143751502 181
973.0000144988298 185
975.8000145405531 183
975.8000145405531 181
986.3000146970153 186
986.3000146970153 180
993.7000148072839 188
997.3000148609281 181
